full_text,username,sarcasm
siapa selebtwit favorit kalian,ui_fess,not_sarcastic
ini moocs yang muncul kan baru dari fib doang ya kira kira dari fakultas lain bakalan ada gak sih tia,ui_fess,not_sarcastic
anak rik kalo ngampus wajib all of the time pake atasan kemeja ya,ui_fess,not_sarcastic
yg jdi mentor psaf mentee kalian lusyu lusyu ga si,ui_fess,not_sarcastic
spot di perpusat yg ga panas dmn yaa tiap ke sana selalu panas wlpun kipasacnya udh nyala,ui_fess,not_sarcastic
menurut kalian fakultas apa yg ui banget soalnya gua ngga ngerasa fakultas gua kaya ui yg ada di mata org org,ui_fess,not_sarcastic
rekomen makanan di kanrik amp kantek yg mursida amp endulita dong kk trims,ui_fess,not_sarcastic
alhaitham tuh fib bgt ya meanwhile neuvillette tuh fh bgt,ui_fess,not_sarcastic
hi bolehkah saran kegiatan untuk anak pp sejam,ui_fess,not_sarcastic
anak kalian ada yg suka why dont we ga kalau iya mereka itu hiatus atau bubar atau gimana,ui_fess,not_sarcastic
temen sender cinta mati ama karakter lyney di genshin tutorial dong cara ngobatin orang seperti itu tt btw kalau kalian gimana explore di fontaine nya,ui_fess,not_sarcastic
ini matkul bahasa isyarat fib blm diupdate jg ya kuotanya dr kmrn 1 doang,ui_fess,not_sarcastic
siang kak aku maba 2023 butuh bantuan buat nyari kosan putra daerah barel dong kak kalo bisa yang ac dan under 1 6 juta aku butuh bgt ni guyss terimakasihhh,ui_fess,not_sarcastic
ada jarak segini mendingan diem di atau pulang kost di margonda,ui_fess,not_sarcastic
kenapa menfess gak setiap waktu aktif,ui_fess,not_sarcastic
ini msh ada harapan ga sih udh desperate bgt beda 1 posisi 5 dari 4 ku liat kuota ada 50 dan pendaftar ada 56 orgg ini gamau ditambah kah kuotanya bisa hubungin siapa ya untuk tanya soal permintaan penambahan kuota,ui_fess,not_sarcastic
slmatt hri kmis yaa mniez tdak prlu dipikirkan yg kmarin ttap bsyukur,ui_fess,not_sarcastic
gak nyangka bentar lagi udah gak bisa rebahan dari pagi sampe pagi lagi setiap hari,ui_fess,not_sarcastic
menurut kalian makanan terenak ada di kantin mana,ui_fess,not_sarcastic
apa hal yg gak kalian sangka ada di,ui_fess,not_sarcastic
anak fik or yang ngambil mata kuliah asuhan keperawatan hivaids udah ada grup kelas linewa belum ya sender dari fakultas lain jadi gak tau info terbaru,ui_fess,not_sarcastic
today is oothursday coba saranin sender anime seru favorit klean mari wibukan uifess,ui_fess,not_sarcastic
guys mkp dari fib emang kapasitasnya jadi 0 apa gimana deh,ui_fess,not_sarcastic
halooo ada yang punya foto papan yg ungu departemen teknik metalurgi amp material gak yaaa siapapun pls maba or mahasiswai dtmm mauu dong fotonya biar sender semangat,ui_fess,not_sarcastic
hari suci kalian semester ini tgl berapa me kamis,ui_fess,not_sarcastic
ada yg pernah daftar exchange gak ya aku mau tanya2 dong open dm ya thank you,ui_fess,not_sarcastic
fck ospek share foto kucing fakultas kalian dibawah cepet,ui_fess,not_sarcastic
yang ambil pengkamed amp jurnalisme video ilkom tapi masih maju mundur boleh tolong drop ga sks aku bener2 masih dikit banget cuma dpt 3 kelas atau aku bisa hubungin siapa ya untuk tanya soal permintaan penambahan kuota makasiiih,ui_fess,not_sarcastic
parkir motor di ui yg hari minggulibur ttp buka di mana ya dan bukanya sampe jamber tia,ui_fess,not_sarcastic
jadwal kuliah di irs tuh mulai dipake tanggal 28 agustus besok kan ya terus itu jadwal buat satu semester atau satu minggu yaa maaf aku maba jadi kurang tau huhu,ui_fess,not_sarcastic
waduh aku kadang sama dosen sering salim atau kecuali dosen muda banget salaman aja,ui_fess,not_sarcastic
mau nanya dong kalau misalnya kapasitas kelas eksternalnya 10 terus kapasitas aslinya 30 dan yang daftar 12 kirakira bakal ditambah gak kelasnya,ui_fess,not_sarcastic
ada yg tau nggak kenapa jembatan teksas dinamain teksas tekniksastra padahal jembatannya ada di daerah feb juga,ui_fess,not_sarcastic
guys kuota mk itu masih ada kemungkinan buat ditambah ga ya nanggung bgt aku urutan ke5 amp ke6 dari kapasitas 4 orang 22nya matkul di ilkom fisip,ui_fess,not_sarcastic
gamau siapa cepat dia dapat,ui_fess,not_sarcastic
fess please do your magic buat yg sblmnya ambil 2 mkp ini tapi ga gitu yakin mau ambil atau cuma iseng aja please drop besok yh guyss soalnya sender udah di ujung jurang bgt buat ngisi sks,ui_fess,not_sarcastic
ada yang pernah ikut moocs ga ya worth it ga buat diikutin terus kalo ikut lebih dari 1 tuh oke ga ya buat menuhin sks,ui_fess,not_sarcastic
pamerin dong kelompok ospek kalian yg solid itu,ui_fess,not_sarcastic
irl ada yg mau disampaikan atau ngga malah diem begitu di menfess malah koar2 hadeh,ui_fess,not_sarcastic
drtd fess isinya maba ngeluh lewat base coba panitia gantian share dong povnya gmn kita jg capek kali nyusun acara trs masuk ke ui lebih awal cm buat ngurusin maba tensi sedikit gaboleh ya lu coba aja deh jd panitia sini maba jg lebay giliran ditanya cont,ui_fess,not_sarcastic
mabim di fakultas kalian sampe bulan apa guys,ui_fess,not_sarcastic
siapa yang kangen ngampus,ui_fess,not_sarcastic
infoin kos putri daerah kutek yang gaada jam malem dan fasilitas oke dong budget 1518,ui_fess,not_sarcastic
info kosan putri di kutekkukelbarel fasilitasnya kamar mandi dalam non ac selebihnya bebas klo bisa udh ada meja dan lemarinya perabotannya harga 500kbulan,ui_fess,not_sarcastic
pembimbing akademik itu nanti milihnya war lagi apa udh ditentuin makasi,ui_fess,not_sarcastic
buat yg bilang gabisa mobilisasi peserta jumlah banyak tanpa tensi kata gue patokan lu jgn mobilisasi demo,ui_fess,not_sarcastic
semester ini ga bisa add irs lagi kah di kalender akademik cuma ada info tanggal drop irs,ui_fess,not_sarcastic
sender anak kom pisif tapi pengen ambil matkul di iklanhumas vokasi bisa gak sih kyknya seru banget,ui_fess,not_sarcastic
gua anak periklanan semester 4 wajib magang dan gak ada kelas sama sekali kangen banget bisa kuliah di kampus mana tahun besok udah lulus mana kuliah offline pas semester 3 doang,ui_fess,not_sarcastic
gue masih term 3 dan ga memenuhi prasyarat matkul tapi kalau di ringkasan tulisannya irs tidak bermasalah tetep bisa diambil ga kalau ga bisa berarti gantinya pas masa drop irs ya,ui_fess,not_sarcastic
takut beda sendiri huhu,ui_fess,not_sarcastic
pa kalian ngeshare nomor wa nya ga sih pa gue bahkan engga dia cuman nyuruh bikin grup wa dan minta 1 perwakilan buat perantara chat antara dia sama mahasiswanya gue liat pa temen engga gitu amat,ui_fess,not_sarcastic
fhfeb if you were me prefer diem di pacil atau pindah pas temen gue udah semester 5 dan gue balik jadi maba lagi btw gue ga nyoba snbtsimak 2023 karena gue ngiranya gue masih labil doang tapi ternyata sampe sekarang masih kepikiran,ui_fess,not_sarcastic
gue anak fasilkom semester 3 tapi makin sini makin sadar gue ga punya passion di bidang ini sebenernya nilai matkul gue bagusbagus aja sih 2 semester kemarin dan ngoding pun ga kesusahan tapi gue ngerasa ga mau kerja ini nanti gue tertarik banget sama cont,ui_fess,not_sarcastic
hari ini masih ada yang buka kelas eksternal nggak sih,ui_fess,not_sarcastic
mending prioritasin tugas osfak apa osjur ya kak deadline nya hari ini semua,ui_fess,not_sarcastic
pov today is 2024 and youre still maba f,ui_fess,not_sarcastic
ada yg bisa jelasin ngga cara daftar moocs gimana stepnya dapet info kelas yg bisa convert sks darimana ya kira kira desperate bgt penuhin sks,ui_fess,not_sarcastic
haloo mau tanya nih angkatan 19 yang lulus semester ini untuk ketentuan cumlaudenya masih minimal 3 51 ya thank youu,ui_fess,not_sarcastic
semangat ft 23 sebentar doang kok,ui_fess,not_sarcastic
fakultas di yang harus pake pakaian berkerah apa aja ya,ui_fess,not_sarcastic
aku sekarang masuk semester 3 di ft masih ada sisa jatah 3 sks yang ga bisa aku ambil buat nyodok karena jadwalnya tabrakan semua kalo sisa waktunya dipake buat magang tuh ngga bisa ya saran kegiatan selain organisasi dan panit kampus dong guys biar cont,ui_fess,not_sarcastic
ada yg ngerti moocs dan bersedia ditanyain bingung pilih course yg bisa tf sks tu gimana,ui_fess,not_sarcastic
ada yg udah pernah ambil matkul hukum dan kriminologi ini,ui_fess,not_sarcastic
disini ada yang bisa aku ketuk dmnya buat ditanya tanyain soal konversi sks mbkm ngga ya khususnya tentang byoc masih bingung banget makasih sebelumnyalt3,ui_fess,not_sarcastic
guys ada yang pernah ambil moocs ga rekomendasi moocs yang menarik buat diambil dong thanks,ui_fess,not_sarcastic
kalo ga jadi panit boleh ikut parade peesa mabim fib ga sih fomoo dulu soalnya online,ui_fess,not_sarcastic
matkul eksternal itu isinya mahasiswa di luar prodi semua atau gabungan ya,ui_fess,not_sarcastic
dari semester awal,ui_fess,not_sarcastic
cara nemuin circle gimana ya di selama ini cuman punya 23 temen aja tapi as individual bukan as circle udah ikut organisasi kepanitiaan dll tapi susah aja apa impossible ya buat create circle baru di semester 3 ini soalnya gua liat yg circle tuh udah cont,ui_fess,not_sarcastic
halo mau tanya feb buka kelas eksternal gak ya di siak belum ada soalnyaa makasih,ui_fess,not_sarcastic
brak di toilet engineering center sama di gedung gk lt 2 ft enak bgt dah aman damai tentram emejing wowowowow bisa berbrutbar berak brutal barbar,ui_fess,sarcastic
h9 coba rate kesiapan kalian back to me 1,ui_fess,not_sarcastic
yang ambil mpk fib kapasitasnya kok masih ada beberapa yang masih 1 ya jadi gak tau ada di posisi berapa lebih baik tunggu atau ambil mkp lain karena hari ini terakhir,ui_fess,not_sarcastic
bgtt bantuinn kalo kalian ortu kenalan yang memenuhi 2 syarat ituu,ui_fess,not_sarcastic
guyss bantuinn plss aku lagi ada mata kuliah penelitian judulnya itu strategi meningkatkan kepercayaan publik terhadap otoritas perpajakan dki jakarta aku lagi butuh bgt responden syaratnya punya npwp domisili di jaktimjakpus please cont,ui_fess,not_sarcastic
spill 1 lagu favorit kalian saat ini yg must listen,ui_fess,not_sarcastic
describe your infp bestie dong,ui_fess,not_sarcastic
deting juga takut diomongin,ui_fess,not_sarcastic
aku angkatan 22 dan sekarang lagi jadi staff di salah satu panit tingkat dan staff divisi aku semuanya 23 sedangkan bph nya 22 aku ngerasa ga enak banget yang seangkatan aku malah udah jadi bph sedangkan aku masih jadi staff trs nanti berinteraksi sama cont,ui_fess,not_sarcastic
ada yg nangis ngerjain tugas ospek ky gue ga stress banyak bgt emg beneran nanti pas kuliah bakal se banyak ini tugasnya apa cm hiperbola,ui_fess,not_sarcastic
kl fakultasnya gaada kantin apa boleh jajan di kantin fakultas sebelah bakal ketauan atau ngga,ui_fess,not_sarcastic
psad buat pascasarjana itu wajib ikut isinya apa aja ya,ui_fess,not_sarcastic
guyss mau tolong review matkul2 sastra korea ini sama bahasa spanyol dasar dongg,ui_fess,not_sarcastic
haloo ada yang pernah ambil jurnalisme data matkul ilmu komunikasi boleh minta review dan silabusnyaa makasih sebelumnya,ui_fess,not_sarcastic
haii review evolusi pemikiran keamanan internasional dong thank uu,ui_fess,not_sarcastic
semisal aku udah ambil mpk ini nilainya b 2 sks tapi tetep mau ngulang kan jatuhnya ga wajib jadi kalau aku ambil lagi di smt ini itu nanti total sks yg aku ambil bakal nambah ga,ui_fess,not_sarcastic
guys ada yang pernah ambil matkul bahasa prancis dasar mau minta review nya,ui_fess,not_sarcastic
spill mpkt ngapain aja knp sering diomongin wkwk,ui_fess,not_sarcastic
pagiw peeps revuew dong moocs tuh ngapain ajaa gampang buat dapetin a ga ya saran course juga kalo bisaa thank you,ui_fess,not_sarcastic
guys ada yg ambil matkul eksternal preservasi dan konservasi warisan dokumen ilpus boleh reviewnya dong makasiii,ui_fess,not_sarcastic
minta review matkul analisis jaringan sosial plsssss,ui_fess,not_sarcastic
halo mata kuliah keterampilan bahasa isyarat kok belom muncul ya di siak apa kuotanya udah penuh dari internal makasihh,ui_fess,not_sarcastic
anak fib ingfo dong sastra indonesia bakal buka kelas eksternal lintas fakultas ga ya huhu,ui_fess,not_sarcastic
halo ada yg pernah ambil eksternal bakteriologi boleh infonya dong tia,ui_fess,not_sarcastic
ada yang pernah ngambil matkul eksternal kesiagaan menghadapi bencana ilpus mau reviewnya dong makasih,ui_fess,sarcastic
haloo mau nanya kalo matkul lintas fakultas yang udah penuh gini masih ada kemungkinan kelasnya digedein gaa yaa mau drop tp sayang takut digedein kelasnya,ui_fess,not_sarcastic
ada yang pernah ambil fraseologi bahasa indonesia dari prodi sastra jerman boleekah minta testimoninya thank youu,ui_fess,not_sarcastic
kalian udah liat vt kasus ps di danau di lingkungan kampus udah gak se aman itu kah,ui_fess,not_sarcastic
punten mau nanya kalo angkatan 2021 belum ambil jakun kirakira masih bisa ngambil gak ya kalo bisa dimana iya gw tau ini aneh tp ya gitu hiks makasi buat yang bantu jawab,ui_fess,not_sarcastic
guys tolong review matkul pengantar ilmu kesejahteraan sosial dun kirakira tugas nilai dan dosennya enak ga makasiii,ui_fess,not_sarcastic
hi warga fess yg berbahagia doain ya ipk sender dan kalian di akhir nanti gt361 biar cumlaude dan bikin ortu bangga hehe akt 20 soalnya,ui_fess,not_sarcastic
boleh rekomen matkul fisip yg gampang a kah buat aku dongkrak ip sks soalnya hehe tia,ui_fess,not_sarcastic
ada yg pernah ambil matkul jurnalisme audio revieww dong,ui_fess,not_sarcastic
honest review matkul filsafat komunikasi dong auto a ga aku ambil kelas c btw,ui_fess,not_sarcastic
prediksi topik fess 2 minggu kedepan 1 ospek setahun 2 siapa suruh masuk 3 review matkul xxx gampang dapet a ga 4 bentrok jadwal psaf 5 gmn caranya dapet peer,ui_fess,not_sarcastic
ada yang pernah ngambil matkul media dan kajian budaya dari ilkom mau reviewnya dong makasih,ui_fess,sarcastic
drop foto pak dibyo yg lucu nan gemas itu,ui_fess,not_sarcastic
hati nurani lu pada ilang kemakan urusan politik diambang kehancuran,ui_fess,not_sarcastic
guys temen temen yang mbkm sem depan kalo irsnya 0 sks aman kan,ui_fess,not_sarcastic
kalo begini ceritanya makin enek sama politik deh,ui_fess,not_sarcastic
ayoayo guys udahan ospek univnya mari fokus psaf,ui_fess,sarcastic
ospek kampus lain mecahin rekor ospek kampus mecah belah organisasi xixixi ngakak abiezzzsssss,ui_fess,not_sarcastic
yang punya catetan mektan1 sender mau minta dong buat belajar trimss ya,ui_fess,sarcastic
gimana ya soalnya beneran gak ngerasa cocok sama siapapun,ui_fess,not_sarcastic
numpang curhat ya sender 23 anak rantau ngerasa sulit banget buat berbaur sm anak2 lain di jurusan sender temen himpunan ada tp kita beda jurusan di jurusan sender banyaknya org jab0det4bek dan jujur aja sender ngerasa gak cocok sm obrolannya baiknya cont,ui_fess,not_sarcastic
rate tingkat kesulitan ept dong kak enaknya belajar darimana ya,ui_fess,not_sarcastic
haii semua tolong info ya kalo sanak saudara atau temennya ada mahasiswa baru ekstensi fh ui 2023 bisa reply di tweet ini yaa kita seangkatan ada 25 orang dan baru kekumpul 6 thank you semuaa,ui_fess,not_sarcastic
ada yang pernah ambil mata kuliah literasi digitalnaskah dan industri kreatif di fib gaa yaa kalo ada boleh reviewnya dong hihi thanks in advance,ui_fess,not_sarcastic
kober sama barel beda apa sama sih bingung ngobrol sm anak makara merah,ui_fess,not_sarcastic
spill jajanan area kukel yg buka smp malem kl bisa yg jalanannya rame biar gak serem,ui_fess,not_sarcastic
ada yg pp cemputsenen cape ga apa mending ngekos,ui_fess,not_sarcastic
izin main aman min kata gue sih kl udah bawa2 kepentingan sendiri di acara se univ udah gak ada otaknya sih,ui_fess,not_sarcastic
kirain matkul belanja fib bakal lebih sepi drpd fpsiko eh taunya,ui_fess,not_sarcastic
were now closing the menfess until further notice thanks,ui_fess,not_sarcastic
cukup ya stop bawa identitas individuorganisasikepanitiaan ke uifess,ui_fess,not_sarcastic
oot besok ya bestie,ui_fess,not_sarcastic
yang pernah ambil matkul fpsi stres dan keselamatan kerja boleh minta reviewnya nggak makasih guyzzz lt3,ui_fess,not_sarcastic
bismillah jadi mapres summacumlaude lulus 3 5 tahun dapet bukupestacinta,ui_fess,not_sarcastic
jalan kaki terjauh di versi kalian darimana kemana gue dr vokasi ke fisip,ui_fess,not_sarcastic
lagu favorit padus kalian apa me kroncong kemayoran ftw,ui_fess,not_sarcastic
ketahanan konten tiap tahun,ui_fess,not_sarcastic
guys ada yg dapet ukt luar biasa gede gak trs solusinya gmn pusing bgt knp kaya harga motor,ui_fess,not_sarcastic
kenapa ya masih ada aja yg underestimate fakultas kayak misal fibfmipavokasi yg dianggep gampang masuk dan gatau bakal kerja apa padahal mereka bisa punya gaji 2 digit dan bahkan ada jurusan yg 100 prospek kerjanya,ui_fess,not_sarcastic
anak lg ada masalah interpesonal apa si bray rebutan beut ngambil matkul ini,ui_fess,not_sarcastic
emang boleh setsunami fakta ini,ui_fess,not_sarcastic
kalau mau bawa mobil kostnya bagus di mana ya kutekkukelpocinmargonda,ui_fess,not_sarcastic
ada yang tau ga cara migrasi email ui tuh gimana tia,ui_fess,not_sarcastic
maba boleh bawa mobil ga si takut ada sentimen wkwkwk,ui_fess,not_sarcastic
fasilkom fk fkg buka kelas eksternal ga ya,ui_fess,not_sarcastic
translator lulusan fib gaji 20 juta,ui_fess,not_sarcastic
nyari kosan harus beneran teliti semuanya btw ini filter kran air belum 24 jam di salah satu kos daerah kutek belakang al frq kalian yang ngekos daerah situ airnya pada kotor juga ga,ui_fess,not_sarcastic
smt 1 udah wajib bawa laptop setiap hari kah,ui_fess,not_sarcastic
weve also been known as base strict mampus base gak seru sepi bgt uifess minim keributan etc and will continue to do so kl mau ribut silakan di akun sendiri aja thanks,ui_fess,not_sarcastic
haloo boleh tolong review matkul bahasa portugis dasar dosen nilai dan materinya tidakk thank uu,ui_fess,sarcastic
ingfo tempat wifi yang kenceng amp oke buat siakwar,ui_fess,sarcastic
gaiss tolong review matkul literasi digital dari ilpus dong nanti belajar apa aja dan apakah dosen dan nilai aman thanks in advance,ui_fess,not_sarcastic
mau nanya jadi aku akt 22 tapi ngulang matkul wajib b ing itu di siak bakal langsung ada atau harus chat pa dulu ya soalnya dipunyaku ini belum ada,ui_fess,sarcastic
rekomendasiin matkul eksternal yang super seru dan gampang a di psikofisipfh dongg,ui_fess,not_sarcastic
temanteman atau kakakkakak fe ada yang pernah ngajuin surat lintas prodi ke kki tapi gajadi dan tetep ambil kelas reg tapi yang di luar karena alasan mbkm yaa itu sanksinya apa ya kalo boleh sharing,ui_fess,not_sarcastic
pengisian irs eksternal lintas fakultas kan baru tanggal 16 ya ini di siak gue udah ada kelas luar walau cuma ada psiko udah abis semua juga itu nanti tanggal 16 bakal ada lagi atau gimana deh,ui_fess,not_sarcastic
pamerin dong yg udah menang war,ui_fess,not_sarcastic
cara aktivasi email itu gimana sih gess mohon ingfo,ui_fess,not_sarcastic
tolong review psikologi forensik dongg dari segi dosen dan matkulnya makasihh,ui_fess,not_sarcastic
review kelas psikologi perempuan dan gender dong dapetin a susah gak ya,ui_fess,not_sarcastic
kata gue lu yg paketan atau yg gak war hari ini jangan buka siak woi,ui_fess,not_sarcastic
semangat siak war nya peeps semoga menang,ui_fess,sarcastic
sebenernya seberapa ngaruh menangkalah siak war jawab jujur ya jgn fear mongering hehe,ui_fess,not_sarcastic
gais mau nanya kalo semester 7 udh bisa ambil skripsita tp ga kelar otomatis kan lanjut di semester 8 itu boleh amp bakal ngaruh ke nilai akhir ga,ui_fess,not_sarcastic
stay safe semuaa terutama yang di kukel jangan pulang malem2 ya,ui_fess,sarcastic
kasus anak yg di kukel itu beneran pls info,ui_fess,not_sarcastic
boleh oot deh asal jgn promosi ye awas kena block,ui_fess,not_sarcastic
muzan kibutsuji karakter fiktif pham hanni member newjeans maaf lama gak aktif hari ini uifess open menfess login kesini cepet gt,ui_fess,not_sarcastic
emang boleh blm masuk kuliah udah pusing siak war,ui_fess,not_sarcastic
p info opfoll,ui_fess,not_sarcastic
uler di got fib,ui_fess,not_sarcastic
halo anakanak berhubung hari ini hari kamis ayo spill tempat ketoprak terenak menurut kalian di sekitar,ui_fess,not_sarcastic
swifties spill your top 5 eras based on your most listened dong mine,ui_fess,not_sarcastic
cari pacar di kutek bisa gak siii adakah di sini yang cintanya bersemi di kutek atau udah bertahun2 di kutek tapi masih sendiri aja d,ui_fess,not_sarcastic
kok mf o00t kamis ini sepii padahal aku nunggu wkwk puas in bobo dan liburmu ygy sblm kuliah,ui_fess,not_sarcastic
ini adalah lapak wtp best moment or memorable day warga selama bulan juli ini,ui_fess,sarcastic
guys reminder aja mau kating gila hormat atau apapun balas dendam dengan ngedoxxing itu ga bener sama sekali jd pls protect the real victim,ui_fess,not_sarcastic
mumpung hari kamis yukkk rank versi kalian gaisss,ui_fess,not_sarcastic
terpantau h33 back to,ui_fess,not_sarcastic
guys yg ngekos pls spill uang makan bulanan kalian brp kl 2jt buat makan doang sebulan boros gaaaa huhu,ui_fess,not_sarcastic
coba spill kalian kelompok okk brp yang sama janlup mutualan,ui_fess,sarcastic
siapa yang lagi di sini cungg,ui_fess,not_sarcastic
lawson di fisip kalo boleh request kalian mau tenant apa lagi yang ada di kampus,ui_fess,not_sarcastic
cung buat anak yang blm jago bahasa inggris minder banget brokkk,ui_fess,sarcastic
buat yang udah pernah coba build your own career byoc ui ak boleh dm ga buat tanya2 tia,ui_fess,not_sarcastic
h3 linjur plsssss aminkan doakuuuu,ui_fess,not_sarcastic
bener gak nih abangmba efha,ui_fess,not_sarcastic
wdyt about fia cukup sedih dibilang fakultas buangan fe fh,ui_fess,not_sarcastic
konversi sks di kenapa lama bgt sih hadehh,ui_fess,not_sarcastic
gais gerbang udah buka belum atau masih ditutup karena acara larinya,ui_fess,not_sarcastic
sometimes gw suka liatin orang tua orang tua anak anak lain yang ga usah mikirin duit suka ga kaget kalo nama ortu mereka ada wikipedia nya terus gw duduk sebelah mereka sering ngitungin recehan gw berapa,ui_fess,not_sarcastic
di kutek jam 5 pagi udah ada opang blm ges weekdays,ui_fess,not_sarcastic
tips jadi mentor okk dong takut malah kita yang dimentorin sama menteenya,ui_fess,sarcastic
nomor 9 jangan sampai lolos terbaik se asean,ui_fess,not_sarcastic
kalian selama liburan semester genap ini ngapain aja,ui_fess,not_sarcastic
ktrima d mna om wah ambil ap hikmahnya hhe,ui_fess,not_sarcastic
kalcer fakultas kalian apa geng kalcer w ambis dong,ui_fess,not_sarcastic
cek turnitin di lib itu no repository ga sih guys thankiess,ui_fess,not_sarcastic
menurut kalian knp stereotype anak fmipa alim padahal b aja,ui_fess,not_sarcastic
kirakira di sini begitu juga kah tapi sejauh ini oke aja walau ya pembagian line distribution tugas kadang ga fair,ui_fess,not_sarcastic
waw tidak terasa angkatan 19 sebentar lagi lulus,ui_fess,not_sarcastic
reply dibawah pake copypaste terakhir kalian gaboleh curanggg,ui_fess,not_sarcastic
drop receiptify tengah bulan guisss,ui_fess,not_sarcastic
bayar ukt kapan sih gess,ui_fess,not_sarcastic
temen gw baru sadar kalo 6 panit itu ga wajar dan gw itung ternyata gw juga 6 panit gimana guys please gw takut,ui_fess,not_sarcastic
dicall juga dia ga mau kalo semisal sender mau ngebaikin keadaan lagi bisa ga yaa dan kalo bisa caranya gimana jangan minta sender buat nyerah karena sender udah mutusin buat suka sama dia dgn ugal ugalan also im in my hopeless romantic era so,ui_fess,not_sarcastic
sender sering becandain terakhir di telfon dia bilang kecewa karena sender begitu dan pas sender minta maaf dan ngajak buat ketemu dia bilang ga mau udah gak mood lagi jujur sender kaget karena ternyata dia jg expect lebih ke sender sekarang chat sender cuma dibaca cont,ui_fess,not_sarcastic
masih bener bener gak tau satu sama lain lebih dalem ditambah juga sebenernya sender emg lowering expectation bisa lanjut ke fase selanjutnya karena hal hal tadi ditambah yaa dia sempet ngilang gak ada kabar dan intens komunikasi di saat saat tertentu aja nah karena cont,ui_fess,not_sarcastic
jakun kegedean boleh di permak ga sih mau jd crop jakun gitu atau biar bahunya ga kegedean,ui_fess,not_sarcastic
udh lama jomblo apa pacaran ama anime aja kali ya,ui_fess,not_sarcastic
drop ur top artist all time di voltfm donkkk,ui_fess,not_sarcastic
menurut kalian 2 tahun les bahasa asing bukan inggris tuh harusnya udh bisa sampe level mana sih aku skrg paham lagu2 dialog nulis tp kalo verbally diajak ngomong kicep,ui_fess,not_sarcastic
fisip date ideas selain lawson date mbrc date parkiran mobil date selasar krim date selasar gkom date bangmen date gamau takor krn berasep amp berisik,ui_fess,not_sarcastic
kalau dilihatlihat perpusat ui sama danau kenanga keinget cornucopia hunger games walau isinya juga mahasiswa yg sedang bertarung dengan ambisnya,ui_fess,not_sarcastic
karena masih liburan minta saran series yg seruu dong genre apa aj yg penting bukan horor,ui_fess,not_sarcastic
lu punya duit lu punya wrong answer only,ui_fess,not_sarcastic
absen nih kalian dari fandom mana aja siapa tau nemu temen yang fandomnya sama kek sender,ui_fess,not_sarcastic
apa bener semua anak se hustle culture itu,ui_fess,not_sarcastic
awalnya mau kenalan sama anak akt 23 gw 22 tapi ragu karena takut dikira kating modus gimana ya wkwkkwkw,ui_fess,not_sarcastic
bentar lagi masuk dari panjanganya liburan ini saranin makanan enak di buat anak kost sekitaran ui dong terutama kukelkutek soalnya gua tiap ngampus makan yang itu itu aja,ui_fess,not_sarcastic
tiap oot day kamis trigger menfessnya tetep sama yah ga perlu ditambah oot lagi amp jangan di tiban karakter lain triggernya krn nanti ga ke kirim enjoyyy,ui_fess,not_sarcastic
spill 2d husbuwaifu kalian gengs siapa tau ada yg sama,ui_fess,not_sarcastic
hingga di angkasa sana di kejauhan,ui_fess,not_sarcastic
turun bikun bukannya bilang terima kasih pak malah joget dah anak fakultas mana sih ini,ui_fess,not_sarcastic
ada gak sih kalian yg angkatan 22 baru mau join ukm semester depan kalau ada kalian mau daftar apa nihh rencananya,ui_fess,not_sarcastic
rekomendasi ruangan yang bisa disewa di sijafas buat 50 orang dong buatacaraseminar,ui_fess,sarcastic
kalo sewa ruang di sijafas kena biaya berapasih,ui_fess,not_sarcastic
halooo aku maba misalnya aku pemkes jam 1 siang kira2 keburu ga yaa kalo mau ambil jakun sorenya tt soalnya takut antriiii,ui_fess,not_sarcastic
ada yg punya rekomen kos putricampur di kutek range 500750k,ui_fess,not_sarcastic
sekarang masih bisa minta rujukan langsung dari klinik makara ke rsui ga ya jadi ga ke rumah sakit tipe c dulu gitu,ui_fess,not_sarcastic
guys kantin atau tempat sekitar yg buka hari ini ada yg jualan rujak buah ga temenku tantrum mau rujak buah tia,ui_fess,not_sarcastic
kesel banget pj kepanitiaan gweh sgt matil gue yg wapj harus ngecarry bjir pdhl gue lg megang 6 kepanitiaan apa gwe matil jga aja ya,ui_fess,not_sarcastic
aku punya masalah kesehatan baik mental ataupun fisik kalau reservasi di klinik makara harus 2x atau cukup 1x aja ya nanti atau bisa berbarengan daftarnya,ui_fess,not_sarcastic
klinik makara bisa periksa tht ga,ui_fess,not_sarcastic
salon muslimah di skitar di mana ya buat potong rambut aja kok,ui_fess,not_sarcastic
ngeliat orangorang naik beam keliling sama tementemennya sama pacarnya gua jadi iri,ui_fess,not_sarcastic
asrama rekomen ga serem ga sih trs jorok ga kl kamar mandi barengan,ui_fess,not_sarcastic
kantin yg buka selain kantin perpusat kantin mana lagi ya,ui_fess,not_sarcastic
drop playlist sp0tify andalan kalian bebas buat ngapain ajaa,ui_fess,not_sarcastic
kalian pengen bgt dengerin lagu apa dr album ini,ui_fess,not_sarcastic
siapa nanti yang mau rosario bareng nanti kamis itu peristiwa terang,ui_fess,sarcastic
oot dayy coba spill webtoon favoritmu ituu me,ui_fess,not_sarcastic
mana kucing mu oot,ui_fess,not_sarcastic
oot coba share tontonan utama kalian di musim libur ini kali aja sender tertarik nonton juga,ui_fess,not_sarcastic
oot day lagi cari temen barengan anak yg mau ke pland morning pass sabtuminggu bebas cungg tangan dong,ui_fess,not_sarcastic
