favorite_count,tweets,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sarcasm,sarcasm_score
107,party pooper prokesnya guys kemarin gue seram superspreader event cowok vi minggu kedepannya perhatikan kesehatannya,9,3,8,https://x.com/ui_fess/status/1584811834850168832,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
61,anak exchange fomo lihat parade,55,27,3,https://x.com/ui_fess/status/1584802376661073920,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
58,malu banget takor ketahuan nge reply tweetsnya fess,2,8,0,https://x.com/ui_fess/status/1584796671149342721,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
613,jujur apresiasi fk telat menyempatkan parade lumayan rame,23,20,22,https://x.com/ui_fess/status/1584769894976921601,3837612012.0,ui_fess,not_sarcastic,0.999997615814209
426,top parade versi fakultas diskualifikasi,46,84,13,https://x.com/ui_fess/status/1584755250845474816,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
30,hadeh menfess ribut ketutup euforia parade rame mention menghujat,0,4,0,https://x.com/ui_fess/status/1584612511248445441,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
10,done sorry kalo skip jebol notifnya enggak bisa scroll,0,0,0,https://x.com/ui_fess/status/1584557636166758401,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
142,gaikutan worries set ur priorities straight fomo return well retweeted funs today,9,1,5,https://x.com/ui_fess/status/1584546514726137857,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
127,rame basenya thanks militan parade,1,5,0,https://x.com/ui_fess/status/1584545922632908801,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
29,feb kalo uts krkr parade,16,11,2,https://x.com/ui_fess/status/1584544919514816514,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
260,parade fun ngatangatain fakultas sebelah amp bro squad bilang tertib menang,68,12,15,https://x.com/ui_fess/status/1584542040154480640,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
3292,kesimpulan versi sender bawa perasaan,974,258,221,https://x.com/ui_fess/status/1584534356164370435,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
59,habis parade kalo pulang bikun tolong ngumpul ditengah menyusahkan orang naikturun terima kasih,9,7,3,https://x.com/ui_fess/status/1584503854074236931,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
32,gue ngerekomendasiin lu orang lu avoid crowds halte balairungmipadll arah st ui transit bikun biru cepat menunggu,3,2,1,https://x.com/ui_fess/status/1584498159056658432,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
45,kalo pilih fakultas pilih fak 1 best chants best mascot best banner,56,31,1,https://x.com/ui_fess/status/1584494673338331136,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
1782,mewakili hati anak fe,419,93,185,https://x.com/ui_fess/status/1584488494063267841,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
193,tengs parade anak 20 21 merasai nyanyi genderang balairung,42,6,19,https://x.com/ui_fess/status/1584457319886118912,3837612012.0,ui_fess,not_sarcastic,0.9999983310699463
156,pingsan cukkk ikutan parade depok mataharinya 5,44,12,22,https://x.com/ui_fess/status/1584452107129671681,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
133,parade semangat sender memantau,20,10,3,https://x.com/ui_fess/status/1584422114701897729,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
19,parade bikun jalan guys,3,3,0,https://x.com/ui_fess/status/1584362537860009984,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
78,gua mengerti organisasi kalo bikin acara ditabrakin jadwal ujiankuliah,27,7,3,https://x.com/ui_fess/status/1584169652086718464,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
33,hi ol mkstnya sender menemukan sampah danau mahoni nemu buaya maaf bikin bingunh sehat ol mwah ketemu parade besok,6,1,1,https://x.com/ui_fess/status/1584169228352880640,3837612012.0,ui_fess,not_sarcastic,0.985317051410675
21,absen parade besokk,42,23,0,https://x.com/ui_fess/status/1584145938154594304,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
428,guys anak hopeless romantic allah capek gue,219,71,48,https://x.com/ui_fess/status/1584145544905039873,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
534,info jambret kukel hatihati guys,126,43,124,https://x.com/ui_fess/status/1584130204955709441,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
15,besok kegiatan parade mengapai wajib,7,2,0,https://x.com/ui_fess/status/1584111099758067713,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
65,fomo kalo parade,152,49,6,https://x.com/ui_fess/status/1584098032206827521,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
25,kalo besok jadwal uts gaikutan parade,49,31,2,https://x.com/ui_fess/status/1584051701165699074,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
2,selamat minggu pagi siva tau jualan soto pagi2 kukel thanks sebelumnyaa,2,2,0,https://x.com/ui_fess/status/1584009153894240256,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
240,masa-masa uts rasa2nya kayak diuji enggak sih gue bertahan kgk ye kuliah perkara sendirisendiri lupa check friend berharga banget sederhana,15,7,14,https://x.com/ui_fess/status/1583792412467466241,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
229,sore sender jogging lihat temukan samping sel surya,41,77,7,https://x.com/ui_fess/status/1583788421230653440,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
381,sapa mingdep uts,75,83,27,https://x.com/ui_fess/status/1583775782475743233,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
418,spoiler senin jam 12,163,46,32,https://x.com/ui_fess/status/1583718391369453568,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
7,sorry minggu kayanya banget bikun kalo sabtu kayak jam,0,9,0,https://x.com/ui_fess/status/1583710490601324544,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
116,gue bikun available senin senin jam 5 kelar jam 9,46,25,10,https://x.com/ui_fess/status/1583704419366891520,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
20,kerad fibfisipft sisi pergaulan,25,15,2,https://x.com/ui_fess/status/1583412984126111745,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
3,parkir mobil fisippsiko buka kalo buka jam kalo mahasiswa parkir disitu,3,1,0,https://x.com/ui_fess/status/1583395792164773888,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
429,tempatnya bocah bocah party mabok jam 5 masuk kelas jam aktif organ amp nugas lol,101,32,28,https://x.com/ui_fess/status/1583335300322844672,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
3,guyss nemu airpods gedung rik ruangan 204 kalo komen makasihh,3,2,3,https://x.com/ui_fess/status/1582618172833685504,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
93,makanan kutek enak stres ngerjain uts pengin makan enak,24,29,10,https://x.com/ui_fess/status/1582591795472441344,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
13,makanan enak kantin vokasi guys,9,21,0,https://x.com/ui_fess/status/1582547098066505728,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
30,kabarin guys terima kasih,8,7,7,https://x.com/ui_fess/status/1582318907968192513,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
604,gaes peta rute bikun halte sender bosan tetiba kalo responnya sender pertimbangkan cobacoba cetak,45,45,33,https://x.com/ui_fess/status/1582219533489618944,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
2257,pov dosen meriksa uts gue,416,83,508,https://x.com/ui_fess/status/1582213018896605184,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
639,tl bahan hwhwh langkah 1 buka obrolan anak ui keren banget langkah 5,60,32,105,https://x.com/ui_fess/status/1582002299148242945,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
724,maju nyebut bikun bikun111 repost member uifess peer club,90,61,62,https://x.com/ui_fess/status/1581995255720574976,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
46,acungkan tangan nya barely niat mengajar utsnya disusahin gweh,7,3,4,https://x.com/ui_fess/status/1581994229554851846,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
90,reminder pejuang uts ngambiss malam semangat,7,0,6,https://x.com/ui_fess/status/1581978357259898881,3837612012.0,ui_fess,not_sarcastic,0.9999988079071045
39,asdos pintar banget dosen ehe,15,15,2,https://x.com/ui_fess/status/1581973920042823681,3837612012.0,ui_fess,not_sarcastic,0.9999985694885254
565,masuk jalur doa orang tua im smart enough,64,21,153,https://x.com/ui_fess/status/1581967199165566977,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
15,mushola pacil aman 2xnya kalo kehilangan berbenah pengamananorangnya teliti kalo bawa barang berharga,7,1,0,https://x.com/ui_fess/status/1581935090761801728,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
252,info lihat laptop macbook pro dibawa pakai tas laptop warna soft pink musholla fasilkom hilang pas solat jam 14401500 tanggal 17 okt comment ciri layar laptop lumayan kelupas wallpaper bampw,103,20,81,https://x.com/ui_fess/status/1581932305131589632,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
7,info mie ayam s3ngketa fib buka,1,2,0,https://x.com/ui_fess/status/1581896103825317888,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
15,oot tau dimana reparasi tasransel kutek kukel tasku robek terima kasih,0,3,0,https://x.com/ui_fess/status/1581846219768242176,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
8,teman-teman pisif mbrc buka,1,1,0,https://x.com/ui_fess/status/1581824556205232129,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
4,janji lock acc,0,6,0,https://x.com/ui_fess/status/1581608307613392896,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
21,sapa acc uifess peer club,0,37,0,https://x.com/ui_fess/status/1581607441082748928,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
563,beloved fellows please remember precious loved needed utsapapun menghancurkan mental health amp wellbeing semoga semogakan kenyataan semangat,33,8,134,https://x.com/ui_fess/status/1581569889742909443,3837612012.0,ui_fess,not_sarcastic,0.9999992847442627
105,choose ur cwk idaman 1 ngabers supporteran sjw fafifu wasweswos selebgramtoktwit tebar pesona studyhard belajar lomba 5 apatis kg peduli sat,127,40,5,https://x.com/ui_fess/status/1581566973065895937,3837612012.0,ui_fess,not_sarcastic,0.999998927116394
60,abang2an fakultasnya suruh supporteran mampus,31,16,3,https://x.com/ui_fess/status/1581536981376385025,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
10,kalo habis lari enaknya makan dimana buka kanfaknya,3,11,1,https://x.com/ui_fess/status/1581511314026815489,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
48,hai saran psikolog praktik ramah thanks,6,5,3,https://x.com/ui_fess/status/1581240949023252480,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
569,semangat feb first day utsnya semoga galanya dilancarkan hasil memuaskan,106,51,26,https://x.com/ui_fess/status/1581099138879365120,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
344,teksas kalo malam enggak pernah salah healing terbaik,206,176,15,https://x.com/ui_fess/status/1580849644791218176,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
112,dijaga kesehatannya yall minggu uts comingg,12,4,24,https://x.com/ui_fess/status/1580825713157865472,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
17,halo fakultas uts pekan fakultas,11,55,1,https://x.com/ui_fess/status/1580810493148639232,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
219,orang pakai baju 10 layer made right choice buset ujan lebat,0,19,0,https://x.com/ui_fess/status/1577941988942708736,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
71,anak rantau homesick,3,132,1,https://x.com/ui_fess/status/1577923925325250560,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
231,anak weekend pulang acungkan tangan,3,81,3,https://x.com/ui_fess/status/1577886826886758401,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
577,aduh anak mentingin fashion weather salut,4,162,2,https://x.com/ui_fess/status/1577879931870392320,3837612012.0,ui_fess,not_sarcastic,0.9999992847442627
1280,semoga mahasiswa sakit cepat disembuhkan kesusahan kelancaran,0,140,0,https://x.com/ui_fess/status/1577631250071683073,3837612012.0,ui_fess,sarcastic,0.9999794960021973
68,seberang kantin fe gedung fakultas,5,19,0,https://x.com/ui_fess/status/1577597589343461378,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
8,biar kegocek akun bodong,1,5,0,https://x.com/ui_fess/status/1577492194973298688,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
30,guys provider bagus murah gue pakai kemahalan anak,2,31,1,https://x.com/ui_fess/status/1577460975657431040,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
6,tukang tambal sol sepatu dimana,0,5,3,https://x.com/ui_fess/status/1577460697902223360,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
12,juai cilok kantin,10,18,0,https://x.com/ui_fess/status/1577284273408602114,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
0,sabar setting membersnya suka ngelag,0,0,0,https://x.com/ui_fess/status/1577215493345542145,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
18,guys wifi banget cepat dimana,7,26,0,https://x.com/ui_fess/status/1577210941699108864,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
0,besok ujian namanya suma lupa makan amp tidur,0,2,0,https://x.com/ui_fess/status/1577184934023684099,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
246,mendekati uts letih lesu lunglay,26,15,37,https://x.com/ui_fess/status/1577178561420533761,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
6,traffic jam kutek jam day long,3,2,0,https://x.com/ui_fess/status/1576913251405017089,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
42,prodi angkatan program organisasi meanwhile tukang scamnya bilang bilang teman teman mahasiswa hati hati guys,0,0,0,https://x.com/ui_fess/status/1575722793848942592,3837612012.0,ui_fess,not_sarcastic,0.9999991655349731
270,guys tukang scam berkedok donasi r lu hati hati guys mengasih duit kena scam nya kalo diapproach langsung bilang dikasih kalo anak mengomong fakultas cont,74,47,45,https://x.com/ui_fess/status/1575722792796160001,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
1,guys barangkali menemukan dompet berwarna loreng tolong reply,1,0,1,https://x.com/ui_fess/status/1575708425828597760,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
1,maksudnya hatihati lupa dijaga barang bawaannya gengs,0,0,0,https://x.com/ui_fess/status/1575514531044151297,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
29,semenjak offlinehybrid barang hilang seram,15,4,0,https://x.com/ui_fess/status/1575513823850926080,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
130,cewek ikan ikan sapusapu danau kenanga gaiss,26,21,4,https://x.com/ui_fess/status/1575428740318130176,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
30,gais info nemu lihat iphone xr case pink perpustakaan ui halte fh bikun thanks hp teman gue hilang,0,0,12,https://x.com/ui_fess/status/1575426429189496832,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
78,mmf sebal polisi tidur sekitaran cengtri,38,12,4,https://x.com/ui_fess/status/1575415050885791745,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
25,ui fess magic jaketku ilanggg bikun nemu plisss kontak sender reply,3,2,4,https://x.com/ui_fess/status/1575372565551652864,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
191,safe kalo memutuskan mengomongkan orang kantin,117,33,7,https://x.com/ui_fess/status/1575063209756590086,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
4,guys kehilangan minum gedung harian,1,5,0,https://x.com/ui_fess/status/1575015437464612865,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
19,laper habis kelas enaknya makan kantin,6,14,1,https://x.com/ui_fess/status/1574959058456498176,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
42,ngatasin partner projects ghosting free rider kelasukmorganisasi,8,19,3,https://x.com/ui_fess/status/1574940258231152641,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
9,jogging jam segini ui panas menunggu jam,0,9,0,https://x.com/ui_fess/status/1574673908522835968,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
19,guys dokter gigi klinik makara reservasi langsung ditanganin makasiih,0,6,1,https://x.com/ui_fess/status/1574658298434842624,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
14,vokasi psiko kbm nya semester hybrid full oflen,5,20,0,https://x.com/ui_fess/status/1574575332073431042,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
134,gua banget support kasih semangat alhamdulillah maba sekampus orang asing sapa tugasku menemani perjuangannya selesai,32,23,4,https://x.com/ui_fess/status/1574381682576146432,3837612012.0,ui_fess,not_sarcastic,0.9999991655349731
48,sem 5 pengin cepat-cepat skripsian suka banget ngampus duduk cantik ootdan kofisyop ngerjain perpus cuman takut masa-masa mencari judul penelitian,50,25,0,https://x.com/ui_fess/status/1574375434975780864,3837612012.0,ui_fess,not_sarcastic,0.9999086856842041
259,experience dosen lupa update deadline,29,27,18,https://x.com/ui_fess/status/1574358235171106817,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
2,pintu kutek penitipan motor malam guys,0,3,0,https://x.com/ui_fess/status/1574283858102534144,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
12,context guys gue ketinggalan,1,2,0,https://x.com/ui_fess/status/1574000733128564736,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
62,fix anak mengirim,19,22,2,https://x.com/ui_fess/status/1573997572930215936,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
23,cie besok senin xixixi tugas aman,82,36,0,https://x.com/ui_fess/status/1573996724300877824,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
8,gais cukur rambut harga mahasiswa sekitaran,3,6,0,https://x.com/ui_fess/status/1573928172357185537,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
5,gerbatama kalo minggu buka,1,5,0,https://x.com/ui_fess/status/1573840217198321666,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
78,hey 2022 sok far pergaulannya asik jujurgt,133,120,4,https://x.com/ui_fess/status/1573659531833266177,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
215,benaran langsung diminum dimana alatnya,110,119,6,https://x.com/ui_fess/status/1573210471334703105,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
39,kalo bolos suka bersalah,46,32,0,https://x.com/ui_fess/status/1573170524410195968,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
20,kakakkakak sastra kasih tau biar betah belajarnya sender 1 semester salah jurusan nyerah banget,32,11,2,https://x.com/ui_fess/status/1572948086754013185,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
24,oot kalo nonreligious fellas aman,53,34,1,https://x.com/ui_fess/status/1572946456126033920,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
3,kegiatan donor darah kah,6,10,1,https://x.com/ui_fess/status/1572935096919011330,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
10,oot enak es krim d1p5 m1xu3,26,44,0,https://x.com/ui_fess/status/1572924452077449216,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
63,modelan parkir sampah fakultas anu,15,20,1,https://x.com/ui_fess/status/1572919640459988994,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
8,oot jennie benaran pacaran,44,32,0,https://x.com/ui_fess/status/1572907261177237505,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
34,mitosnya kalo foto tulisan fakultas fix keterima,6,3,0,https://x.com/ui_fess/status/1572906197468184580,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
6,oot ice bsd weekend,21,31,0,https://x.com/ui_fess/status/1572899119664107521,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
14,oot geprek enak kutek ges attack,4,13,0,https://x.com/ui_fess/status/1572895454307942402,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
63,kalo mengomongkan kantin anak fkm cuman terdiam,58,32,7,https://x.com/ui_fess/status/1569492636737900546,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
18,guys ingfo burjo dket enak,3,4,1,https://x.com/ui_fess/status/1569487571520192513,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
47,masuk suka dengar mitos validmitos anak fik salah jurusan dikiranya fikfakultas ilmu komputer lulusnya fib sukses kalo ketiduran mushola hidayah,39,8,5,https://x.com/ui_fess/status/1569290336824086528,3837612012.0,ui_fess,not_sarcastic,0.9999990463256836
21,anak fa kudu alim culture shock hijrahers doang blangsak,52,26,0,https://x.com/ui_fess/status/1569287383539159040,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
17,guys nyamuk ganas ganas gede gede sakit pas ditusuk,23,12,0,https://x.com/ui_fess/status/1569282105691209729,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
13,wisuda vokasi tenda kawinan,13,4,0,https://x.com/ui_fess/status/1568779935808126976,3837612012.0,ui_fess,not_sarcastic,0.9999991655349731
2,jacin pintu motor kutek ditutup,0,3,0,https://x.com/ui_fess/status/1568779297317617667,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
8,guys saran barber murah sekitaran makasihh,0,4,0,https://x.com/ui_fess/status/1568776752255881218,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
23,halo warga teman kehilangan dompet dallas kantin fm1p4 warna abu muda lipat logo kucing ujung kanan dompet resleting uang receh hilang kemarin siang pas nemenin kakak wisuda dicari hasilny,1,0,13,https://x.com/ui_fess/status/1568768318722670593,3837612012.0,ui_fess,not_sarcastic,0.9999909400939941
11,bikun merah jalur lurus habis halte vokasi langsung asrama belok arah teknik,4,5,0,https://x.com/ui_fess/status/1568563924156690433,3837612012.0,ui_fess,not_sarcastic,0.9999980926513672
24,anak wisuda semester dikit perwujudan susah masuknya,29,5,0,https://x.com/ui_fess/status/1568558165385707522,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
76,parkir depok model tertutup ngambil karcis mengantri 5 menit keluarnya mengantri 1 jam kuliah 1 sks,23,12,2,https://x.com/ui_fess/status/1568557384796360704,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
8,wisuda bikun jam gais,1,2,0,https://x.com/ui_fess/status/1568483300980977672,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
4,guys pintu borr kutek beda,1,2,0,https://x.com/ui_fess/status/1568434087739924482,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
3,guys motor masuk gerbatama macet,3,5,0,https://x.com/ui_fess/status/1568430048054747136,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
113,selamat wisuda guys salam lihat dibyo layar,12,14,1,https://x.com/ui_fess/status/1568412780700774400,3837612012.0,ui_fess,not_sarcastic,0.999998927116394
54,anak efte berani spill osjurnya biar nonft tau benaran seram,62,32,4,https://x.com/ui_fess/status/1568216778190487552,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
58,halo warga kehilangan stnk identitas silakan hubungi sesuai tertera,1,7,4,https://x.com/ui_fess/status/1566727457868492800,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
33,guys menyarankan benerin laptop dimana,2,8,8,https://x.com/ui_fess/status/1566717879005106176,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
33,guys menyarankan l4undry kutek aman mudah,10,15,2,https://x.com/ui_fess/status/1566717135183048705,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
231,bikun penuh banget sender senderan dasbor supirnya asik banget dont forget sayang thank pas turun bikun,40,22,4,https://x.com/ui_fess/status/1566710349835173888,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
1,rep terima kasih,0,1,0,https://x.com/ui_fess/status/1566691989206499328,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
171,bantu rt hp ditemuin lantai bikun arah vokasi jam 67 jumat pas ditemuin kayaknya vokasi habis acara rame maba pakai baju vokasi rame desek2an sadar hpnya jatuh cont,5,6,110,https://x.com/ui_fess/status/1566691987818188800,3837612012.0,ui_fess,not_sarcastic,0.9999788999557495
1,klinik makara cek gula darah dsb,1,2,0,https://x.com/ui_fess/status/1566647455764324352,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
10,guys ganti password siak 6 bulann,2,13,0,https://x.com/ui_fess/status/1566413279710552064,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
112,guys kantin mipa makanannya enak2 murah jggg enggak usah peduli bilang dallas orang mipa enggak mau kantinnya rame orang dateng2 bayar amp tertib,80,36,0,https://x.com/ui_fess/status/1566374049894498304,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
187,ayo spill makanan kantin fakultas wajib dicoba enak pakai banget go first kanvok soto betawi enaak,90,87,32,https://x.com/ui_fess/status/1566368033681317888,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
13,guys kalo takor piringnya balikin penjualnya taro gerobak piring kotor,1,2,0,https://x.com/ui_fess/status/1566288985613570048,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
2557,jujur ospek jurusan manajemen fe gacor banget doorprize nya lot saham bbri tiket lany script logam antam airpods gen dll huaaak pengin maba mene,719,283,151,https://x.com/ui_fess/status/1566285681496031232,3837612012.0,ui_fess,not_sarcastic,0.9999922513961792
429,ayam lodho takor guys,177,93,24,https://x.com/ui_fess/status/1566274593345916929,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
10,hai sobat fisip request surat magang pribadi kemahasiswaan prosesnya tq,0,4,1,https://x.com/ui_fess/status/1566044980447412224,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
878,tementemen mengasih melaporkan perihal kekerasan seksual bikun langsung hubungi kontak plk ui hopehelps ui,97,23,282,https://x.com/ui_fess/status/1566038773888327680,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
1917,hi teman-teman dibaca sebentar pengalaman bikun teman-teman cewek aware amp kalo ks lingkungan ui benaran nyata stay safe,404,88,302,https://x.com/ui_fess/status/1566035290065862656,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
57,serius sesusah dibilang capek sender hybrid gampang2 bersosialisasi,68,26,3,https://x.com/ui_fess/status/1564864868087345152,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
61,tipsamptrick bertahan hidup tim ngekos,10,15,3,https://x.com/ui_fess/status/1564850025988902914,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
55,kuliah ketemungeliat langsung rektor,9,16,1,https://x.com/ui_fess/status/1564561046550953985,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
11,buku referensi kuliah perpus kalo dipinjem,2,4,2,https://x.com/ui_fess/status/1564540009020960768,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
452,jujur kuliah offline capek bersosialisasinya kuliahnya,136,39,60,https://x.com/ui_fess/status/1564525268961636352,3837612012.0,ui_fess,not_sarcastic,0.9999980926513672
387,heran banget makan salah kantin fakultas disindir anak situ gue makan kali bikin benteng,232,61,19,https://x.com/ui_fess/status/1564456197276573698,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
173,habis kemana wajib anak kuliah kelar tau,92,27,19,https://x.com/ui_fess/status/1564228897977249792,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
3,perpusat jam 7an buka bukanya jam,1,1,0,https://x.com/ui_fess/status/1564228844365590528,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
9,fakultas kuliahnya mssih online,8,15,0,https://x.com/ui_fess/status/1564220250773606401,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
13,coworking space perpusat gratis kah,3,6,0,https://x.com/ui_fess/status/1564218761825046528,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
